,ACCT_ID_M,OFFER_CHANNEL_CODE,ACQ_BROKER_EVER,ACQ_EXTERNAL_EVER,ACQ_INTERNAL_EVER,DEPT_Sales Chat
752905,24082941,ONLINETPU,0,0,0,
259395,24574421,ONLINETPU,0,0,1,0.0
274551,24063395,NEWCON,0,1,1,
2101360,21144943,DIGITAL,0,0,1,
967828,1312529,ONLINE,0,0,1,
238362,23311379,DIGITAL,0,0,1,
631446,5402665,NEWCON,0,1,0,
606759,24543141,NBSC,0,1,0,
2212714,7500465,NBSC,0,0,1,
998818,21428899,ONLINETPU,0,1,1,0.0
2006862,19534511,NBSC,0,0,1,0.0
1431914,23874685,NBSC,0,0,1,
921188,25175481,NBSC,0,0,1,0.0
497858,23341463,CIC_SAL,0,0,1,
1716817,22265157,NBSC,0,0,1,
1269829,24511031,DIGITAL,0,0,1,0.0
874532,13488277,,0,0,0,
82462,13961897,NBSC,0,0,1,
1997983,139345,NAV,0,0,1,
288843,16726521,NBSC,0,0,1,
874422,2733003,NEWCON,0,1,1,
1249030,25391457,DIGITAL,0,0,1,0.0
2155703,120625,ONLINETPU,0,0,1,
1951173,7955301,CST,0,0,1,
1122816,25459425,DIGITAL,0,0,1,0.0
247361,10090697,NBSC,0,1,1,
1693774,19572461,NBSC,0,0,1,
1793881,18518533,NBSC,0,0,1,
1132198,3452363,ONLINETPU,0,1,1,
462873,25174357,ONLINETPU,0,1,0,
1499348,18438219,ONLINETPU,0,0,1,
2326870,11497707,CIC_SAL,0,1,1,
122947,20433595,NEWCON,0,1,1,
1859318,16311613,NAV,0,1,0,
1567885,21104059,NBSC,0,0,1,
195521,21348289,DIGITAL,0,0,1,
816474,19173825,ONLINETPU,0,0,1,
303570,16364455,DIGITAL,0,0,1,
948316,11359643,DIGITAL,0,0,1,
1451989,25554047,NBSC,0,1,0,0.0
1578639,22866167,NBSC,0,1,1,
1212241,25175657,NBSC,0,0,1,0.0
1473634,16948463,ONLINETPU,0,0,1,
736544,19944897,NBSC,0,0,1,
2317329,3974743,CST,0,0,1,
381142,7817821,NBSC,0,0,1,
1331420,7242583,CST,0,0,1,
1466106,5019955,,0,0,0,
847123,23547437,NBSCADMIN,0,0,1,
1192322,19474587,NBSC,0,0,1,0.0
2119734,15512517,NBSC,0,1,0,
768965,6587611,DIGITAL,0,0,1,
1271766,22338425,NBSC,0,0,1,
267321,18477715,NBSC,0,0,1,
914620,687709,,0,0,0,
1399567,23233073,NBSC,0,0,1,
250429,20959005,NBSC,0,0,1,
1305289,24880333,ONLINETPU,0,1,0,0.0
494980,25386139,NBSC,0,1,0,
881758,25169367,DIGITAL,0,0,1,
708539,12834713,,0,0,0,
2225486,7439949,DATACOM,0,0,1,
1444320,18471571,NEWCON,0,0,1,
2283392,16047093,,0,0,0,
389771,25245985,ONLINETPU,0,1,0,
1051506,20615369,NBSC,0,0,1,0.0
1766011,22995923,ONLINETPU,0,0,1,
2055922,24627451,ONLINETPU,0,0,1,0.0
1409723,15252995,NBSC,0,1,1,
87453,22599583,NBSC,0,0,1,
1794726,5140055,,0,0,0,
2329740,287529,CIC_SAL,0,0,1,
1581009,24917777,DIGITAL,0,0,1,
153884,11017775,DIGITAL,0,0,1,
78486,20528057,ONLINETPU,0,0,1,
325232,18678153,NBSC,0,0,1,
394269,3593237,ONLINETPU,0,0,1,
285610,15393581,,0,0,0,
603633,10517601,NBSC,0,0,1,
2284418,9516781,CST,0,0,1,
223173,24910613,ONLINETPU,0,0,1,0.0
1745879,23200975,NBSC,0,0,1,
1156771,25429989,DIGITAL,0,0,1,
1252323,25033545,NBSC,0,0,1,0.0
764065,21885107,ONLINETPU,0,0,1,0.0
1564400,14649457,ONLINETPU,0,0,1,
322710,4682935,CIC_SRV,0,0,1,
786318,21622803,ONLINETPU,0,0,1,
2333290,22742491,ONLINETPU,0,0,1,
1856780,23389797,DIGITAL,0,0,1,
1886288,2492451,,0,0,0,
33178,4835735,NBSC,0,0,1,
2187311,23895699,NEWCON,0,0,1,0.0
1958809,6207465,CIC_SAL,0,0,1,
1748468,10154607,CST,0,0,1,
353541,25467247,ONLINETPU,0,1,0,
606693,24176333,ONLINETPU,0,0,0,
198696,20849545,ONLINETPU,0,0,1,
113390,23691823,NBSC,0,0,1,
192084,815989,NBSC,0,1,1,
596301,9369063,NEWCON,0,0,1,0.0
1869706,22345493,CST,0,0,1,
1930043,22885457,NBSC,0,0,1,0.0
1273108,184441,CST,0,0,1,
395995,22150363,DIGITAL,0,0,1,
2338967,7953637,CIC_SAL,0,0,1,
1182399,18546905,NBSC,0,1,0,
1665501,13588813,ONLINETPU,0,0,1,0.0
239880,25293077,NBSC,0,0,1,0.0
1318794,19792181,NBSC,0,1,0,
2302519,19054133,NBSC,0,0,1,
2070886,1287911,,0,0,0,
2166403,25021255,NBSC,0,0,1,0.0
1487040,22890841,ONLINETPU,0,0,1,
349865,25397263,ONLINETPU,0,0,1,0.0
1212097,25502723,NBSC,0,0,1,0.0
409344,20599193,NBSC,0,0,1,
2004613,25089483,DIGITAL,0,0,1,
1089140,5182249,CIC_SAL,0,0,1,
447731,17805933,DIGITAL,0,0,1,
2174758,21689297,NBSCADMIN,0,0,1,
2233742,6555389,NBSC,0,0,1,
1071292,11517819,NBSC,0,1,1,0.0
1532786,20887579,NBSC,0,0,1,0.0
1293735,16100563,DIGITAL,0,0,1,
1539105,13999085,,0,0,0,
658593,20252365,DIGITAL,0,0,1,
784279,18006227,NBSC,0,0,1,
877715,22141681,NEWCON,0,0,1,
372886,23198421,DIGITAL,0,0,1,
755790,24167403,NBSC,0,0,1,
478106,23831349,ONLINETPU,0,0,1,0.0
1147781,20497309,NBSC,0,0,1,0.0
725826,12063425,,0,0,0,
2049391,4930159,NAV,0,1,1,
1523376,23677305,CIC_SAL,0,0,1,
1621455,8142215,,0,0,0,
2088092,9381523,ONLINETPU,0,0,1,
1252435,23860977,NBSC,0,0,1,
1062243,19131379,ONLINETPU,0,1,0,
125210,5980601,,0,0,0,
35321,8120013,NBSC,0,0,1,0.0
300880,1988519,NBSC,0,0,1,
1224208,19722671,NBSC,0,0,1,
2152244,20727271,NBSC,0,0,1,
2281664,11818555,NBSC,0,1,1,
1201778,11160041,CST,0,0,1,
1861048,7714705,,0,0,0,
1793504,18150653,NBSC,0,0,1,
822870,21693763,NBSC,0,0,1,
922470,20698279,NBSC,0,1,0,
2280888,12873599,CST,0,0,1,
769625,8530413,NBSC,0,1,1,
1505675,23893949,ONLINETPU,0,0,1,
1639169,17675815,NBSC,0,0,1,
941423,13216567,,0,0,0,
1958773,19037331,ONLINETPU,0,0,1,0.0
1158803,24975719,ONLINETPU,0,0,1,0.0
360307,1111333,DIGITAL,0,0,1,
1898386,18717975,NBSC,0,0,1,
1840369,9886745,,0,0,0,
392312,19377437,DIGITAL,0,0,1,
2064812,21194915,NBSC,0,0,1,
369759,23802219,NBSC,0,0,1,
1060424,20860349,NBSC,0,0,1,
350566,25035707,DIGITAL,0,0,1,
1459462,13869103,NBSC,0,0,1,
1370897,20200687,NBSC,0,1,0,
1050199,22804885,ONLINETPU,0,0,1,0.0
1612843,13988041,NBSC,0,0,1,
381087,20263103,ONLINETPU,0,0,1,
1070147,19822695,DIGITAL,0,0,1,
194490,1608031,,0,0,0,
835945,19374391,NBSC,0,0,1,
309272,13259909,,0,0,0,
2053714,7879721,ONLINETPU,0,0,1,
900940,24711897,ONLINETPU,0,1,0,
221287,24796915,ONLINETPU,0,1,0,0.0
256112,21165369,NBSC,0,0,1,0.0
2314966,24734147,ONLINETPU,0,0,1,
1897598,21131877,NBSC,0,0,1,
1459252,12897043,NAV,0,1,0,
1811546,21019003,CIC_SAL,0,0,1,
90575,19626669,DIGITAL,0,0,1,0.0
421441,24387219,DIGITAL,0,0,1,
940370,23799519,CIC_SAL,0,0,1,
672938,20206561,ONLINETPU,0,0,1,
1969836,5673567,CIC_SAL,0,0,1,
650543,18715575,ONLINETPU,0,0,1,
1548301,21536279,NBSC,0,0,1,
583017,13169353,DIGITAL,0,0,1,
1460999,16691621,CST,0,0,1,
2001450,25499967,ONLINETPU,0,0,1,
757572,13944717,NAV,0,0,1,
1141791,24864035,DIGITAL,0,0,1,
1424875,19308277,ONLINETPU,0,0,1,
535655,25105667,ONLINETPU,0,1,0,0.0
84542,11489971,CST,0,0,1,0.0
725106,19180609,NBSC,0,0,1,
1022893,18548815,NBSC,0,0,1,
938119,24486941,ONLINETPU,0,1,0,
269919,3146919,NBSC,0,0,1,
1395333,24603583,NBSC,0,0,1,
308182,13177909,DIGITAL,0,0,1,0.0
949503,11924001,CIC_SAL,0,0,1,
2175080,21335801,NBSC,0,0,1,
1209700,2622953,,0,0,0,
2212900,3887427,NBSCADMIN,0,0,1,
1511243,22555445,NBSC,0,0,1,
2144395,19685825,NEWCON,0,0,1,
1650070,18613629,ONLINETPU,0,0,1,0.0
1089538,973817,NBSC,0,1,1,
1936982,2205401,NEWCON,0,1,1,
2334167,24953087,DIGITAL,0,0,1,
821074,1786727,DATACOM,0,0,1,
1796211,8080253,,0,0,0,
678184,10514409,CST,0,0,1,
536500,23743053,CONNECTNOW,0,1,0,
157647,24845507,ONLINETPU,0,0,0,0.0
2313218,25444227,DIGITAL,0,0,1,
1554396,14125667,CIC_SAL,0,0,1,
371516,25482811,NEWCON,0,1,0,
25261,1459587,ONLINETPU,0,1,1,
179214,6550151,DIGITAL,0,0,1,
708046,20364627,NBSC,0,0,1,
2307367,17999491,NBSC,0,0,1,
938376,25339417,DIGITAL,0,0,1,
67252,20646253,ONLINETPU,0,0,1,
182859,8788589,,0,0,0,
1484784,14106707,CST,0,0,1,
2263611,13588729,CIC_SRV,0,0,1,
539206,9575495,,0,0,1,
1951629,8315545,ONLINETPU,0,1,1,
1143096,19621147,CST,0,0,1,
1851811,22345793,ONLINETPU,0,0,1,
819472,481539,CONNECTNOW,0,1,1,
324213,19851515,NBSC,0,0,1,
696303,8372103,ONLINETPU,0,0,1,0.0
2321250,9757517,,0,0,0,
2236768,19346833,ONLINETPU,0,1,0,
1808025,22456631,NBSC,0,0,1,0.0
134818,19531277,ONLINETPU,0,1,1,
864745,25334055,NBSC,0,0,1,0.0
484943,22421711,NBSC,0,0,1,0.0
241302,24448981,NBSC,0,0,1,
817088,1442887,ONLINETPU,0,1,1,
1370166,21033781,ONLINETPU,0,0,1,0.0
505754,463953,ONLINETPU,0,0,1,
370168,24107619,NBSC,0,1,0,0.0
509787,15345799,ONLINETPU,0,0,1,0.0
1929105,25005679,NBSC,0,1,0,
1575153,18366215,DIGITAL,0,0,1,
2088159,6279945,NBSC,0,0,1,
903029,24407965,DIGITAL,0,0,1,0.0
566831,18594513,NBSC,0,0,1,
2080858,12658537,NBSC,0,0,1,
1218106,21807037,CIC_SAL,0,0,1,
54436,12545119,,0,0,0,
770210,24762551,NBSC,0,0,1,
256255,1971133,,0,0,0,
1974755,11003535,,0,0,0,
1976290,18686843,ONLINETPU,0,0,1,0.0
780988,6714553,,0,0,0,
1069173,22760471,DIGITAL,0,0,1,
1517252,7426867,CIC_SAL,0,0,1,
535810,23564613,NEWCON,0,1,1,0.0
988034,24676417,ONLINETPU,0,0,1,
1973458,21443575,ONLINETPU,0,0,1,
640872,939355,,0,0,0,0.0
1850076,18232375,NBSC,0,0,1,
373324,6897599,ONLINETPU,0,1,1,
1321123,22824491,CIC_SAL,0,0,1,
1566354,10609161,,0,0,0,
1443784,940925,ONLINETPU,0,0,1,
2013468,9191789,CST,0,0,1,
1305087,22750039,ONLINETPU,0,0,1,
1590085,10534479,,0,0,0,
1126533,11975459,,0,0,0,
1119114,19782469,ONLINETPU,0,0,1,
1826158,9306887,ONLINETPU,0,0,1,
1805016,2701759,NAV,0,0,1,
2047042,16318445,NBSC,0,0,1,
801778,21867269,ONLINETPU,0,0,1,
1779075,6901993,,0,0,0,
454723,18662009,NEWCON,0,1,1,
79614,2630345,,0,0,0,
71133,4624983,NBSC,0,1,1,
628365,24038713,DIGITAL,0,0,1,
2025401,21333049,NBSCADMIN,0,0,1,
1379782,24739349,DIGITAL,0,0,1,
1815478,3008247,DATACOM,0,0,1,
612258,11392325,CIC_SAL,0,0,1,
1505314,11857687,,0,0,0,
2347790,22562881,NBSC,0,1,1,0.0
2291502,12836121,,0,0,0,
937498,13337407,NBSCADMIN,0,1,1,
1200099,10248285,,0,0,0,
1443334,7656143,,0,0,0,
2025234,8801681,ONLINETPU,0,0,1,
1973027,7467831,NAV,0,0,1,
1222536,12290403,ONLINETPU,0,0,1,
1463986,10488495,DIGITAL,0,0,1,
364915,14144993,NBSC,0,1,1,
1458340,21184811,NBSC,0,0,1,
1125634,4323435,BEC,0,1,0,
168902,24934837,DIGITAL,0,0,1,
935550,25472221,ONLINETPU,0,1,0,
1591298,17031555,NBSC,0,0,1,
514855,25226289,NEWCON,0,1,0,
372517,11778613,,0,0,0,
1940145,8341157,DIGITAL,0,0,1,
1681931,21462239,ONLINETPU,0,0,1,
1496800,5853899,,0,0,0,0.0
688568,17404959,ONLINETPU,0,1,1,
1567298,9231421,ONLINETPU,0,1,0,0.0
388677,25283723,NEWCON,0,1,0,
810226,23212983,NBSC,0,1,1,
598507,12624767,NBSC,0,0,1,
1366084,19154655,NBSC,0,0,1,0.0
1599036,23026871,DIGITAL,0,0,1,
555858,13991443,NBSC,0,0,1,
869675,5226477,ONLINETPU,0,0,1,
804651,9823145,ONLINETPU,0,0,1,
397072,1107321,NBSC,0,0,1,
601495,11322605,CST,0,0,1,
1746567,22487957,NBSC,0,0,0,
353553,25250267,DIGITAL,0,0,1,
2305255,6165313,CST,0,0,1,
2076531,24458809,NEWCON,0,0,1,0.0
1077895,21626113,ONLINETPU,0,0,1,
1103229,23862979,ONLINETPU,0,0,1,0.0
912047,4862081,CST,0,0,1,
572835,24167707,NEWCON,0,1,0,0.0
2242099,23196935,NBSC,0,0,1,
73080,4429199,,0,0,0,
1145916,1177883,ONLINETPU,0,0,0,
418013,24525193,ONLINETPU,0,0,1,0.0
1328492,18448689,NBSC,0,0,1,0.0
1875191,25400877,ONLINETPU,0,1,0,
1342685,25232701,NBSC,0,1,0,
1094931,7691579,DIGITAL,0,0,1,
660501,23329965,ONLINETPU,0,0,1,
1943416,2190663,NBSC,0,0,1,
116098,6712973,NBSC,0,1,1,
910880,21273671,CIC_SAL,0,0,1,
2346881,12624575,NBSC,0,0,1,
513161,20801777,NBSC,0,0,1,
1345531,3145457,ONLINETPU,0,0,1,0.0
1906098,5162699,CST,0,0,1,
492872,18852109,ONLINETPU,0,0,1,
33695,9627769,DIGITAL,0,0,1,
1726809,25378971,ONLINETPU,0,0,1,
1728771,25561379,ONLINETPU,0,0,1,0.0
832085,2429925,,0,0,0,
293725,25579435,ONLINETPU,0,0,0,
1613229,7299179,CIC_SAL,0,0,1,0.0
479276,24865909,NBSC,0,0,1,0.0
2186321,23465713,NEWCON,0,0,1,
1946140,25236217,DIGITAL,0,0,1,
773408,23491061,NEWCON,0,1,0,0.0
1290383,20297795,DIGITAL,0,1,1,
788501,25367319,ONLINETPU,0,0,1,
963993,20568065,ONLINETPU,0,0,1,
1666682,12221545,ONLINETPU,0,0,1,
418770,13494493,DIGITAL,0,0,1,
190022,22198179,ONLINETPU,0,0,1,
1149951,9190655,CST,0,0,1,
219040,17432273,ONLINETPU,0,1,1,
2000432,24330927,DIGITAL,0,0,1,
1817284,24345257,NBSC,0,0,1,
1354524,777127,ONLINETPU,0,0,1,
1686320,17146475,ONLINETPU,0,1,1,
1919904,22626483,DIGITAL,0,0,1,
850343,20707061,NBSC,0,0,1,
1608156,17384307,NBSC,0,0,1,
962908,13967137,ONLINETPU,0,0,1,
2181700,22133025,NBSC,0,0,1,
1351798,13727723,NBSC,0,0,1,
1559641,24764269,ONLINETPU,0,0,1,0.0
2256737,24324959,DIGITAL,0,0,1,0.0
614052,3244723,CIC_SAL,0,0,1,
6867,8471497,NBSC,0,0,1,
2273219,6448403,CIC_SAL,0,0,1,
1467645,22750001,NBSC,0,0,1,0.0
1574502,22450429,NBSC,0,1,0,
2181011,5332607,DIGITAL,0,0,1,
1537935,14693833,NBSC,0,0,1,0.0
357253,10819591,ONLINETPU,0,0,0,
471139,4514429,,0,0,0,
562076,20993593,ONLINETPU,0,0,1,0.0
1540623,25147259,DIGITAL,0,0,1,
845510,22768809,DIGITAL,0,0,1,0.0
632840,1021269,NEWCON,0,1,1,
2110540,23241461,NBSC,0,0,1,0.0
2007391,15505345,CST,0,1,1,0.0
1746327,23901183,NBSC,0,1,0,0.0
58463,25016001,NBSC,0,0,1,
2288151,16906737,DIGITAL,0,0,1,
1217750,3253429,CST,0,0,1,
146614,25490307,DIGITAL,0,0,1,0.0
2237651,11366317,ONLINETPU,0,0,1,
1427097,6230091,CIC_SAL,0,0,1,
1670457,23366107,DIGITAL,0,0,1,
25826,5688313,NBSC,0,0,1,
117908,18209689,CST,0,0,1,
327823,7871869,CST,0,0,1,
416154,17648837,NBSC,0,0,1,
14333,19326403,ONLINETPU,0,0,1,
2277663,23891235,DIGITAL,0,0,1,
64039,21347543,CONNECTNOW,0,1,1,
345315,21444151,NBSC,0,0,1,
2025819,13842399,CIC_SAL,0,0,1,
2069908,5432653,ONLINETPU,0,1,1,
358367,22005825,NBSC,0,0,1,0.0
2196967,956127,CIC_SAL,0,1,1,
2252537,19768859,NBSC,0,0,1,
885160,25249315,DIGITAL,0,0,1,
1351081,11855691,NBSC,0,1,1,
921557,19715435,NBSC,0,0,1,
2063390,19183661,NBSC,0,1,1,
1427847,9970817,DIGITAL,0,0,1,
610311,9609761,CST,0,0,1,
1439418,21273755,ONLINETPU,0,0,1,
131800,23460959,DIGITAL,0,0,1,
82583,7719145,,0,0,0,
1132057,19555789,ONLINETPU,0,0,1,
1654692,23074773,DIGITAL,0,0,1,
874491,17752721,NBSC,0,0,1,
794742,2123191,NBSC,0,0,1,
660272,23152861,NBSC,0,0,1,
312206,25452581,DIGITAL,0,0,1,
13945,10183301,DIGITAL,0,0,1,
2138030,10642355,,0,0,0,
1484424,17666887,NEWCON,0,0,1,
1271372,17819057,NBSC,0,0,1,
1570742,15055419,,0,0,0,
883692,24954233,DIGITAL,0,0,1,0.0
1553508,22360303,DIGITAL,0,0,1,
1994042,21238639,NBSC,0,0,1,
899749,25262661,CIC_SAL,0,0,1,
316261,24619269,DIGITAL,0,0,1,
228156,15860143,ONLINETPU,0,0,1,0.0
673445,8669857,DIGITAL,0,0,1,
850901,19846091,NBSC,0,0,1,
423667,23526199,DIGITAL,0,0,1,
751235,6042855,,0,0,0,
1204154,5272197,NAV,0,0,1,
1317018,16052853,,0,0,0,
106110,15510455,ONLINETPU,0,0,1,0.0
552318,24477789,NBSC,0,0,1,0.0
1804298,5569893,CST,0,0,1,
1332885,3343771,NBSC,0,0,1,
910732,4612357,ONLINETPU,0,0,1,
843020,3271977,,0,0,0,
71505,9288907,NBSC,0,0,1,
1700642,6452151,NBSC,0,1,1,
55751,22531395,NBSC,0,1,1,
761765,16470763,NBSC,0,1,1,
556720,2806149,NAV,0,0,1,
359389,18268673,NBSC,0,0,1,
2243443,2170697,NBSC,0,0,1,
880328,23574909,ONLINETPU,0,1,0,
1530982,17018815,NBSC,0,1,0,
324129,6529601,DIGITAL,0,1,1,
1770764,9040055,DIGITAL,0,0,1,
2173516,1685509,ONLINETPU,0,0,1,
1919722,1314307,NBSC,0,0,1,
1377573,23482831,NEWCON,0,1,0,
1355612,5053381,ONLINETPU,0,1,1,
632412,20628965,DIGITAL,0,0,1,
549782,6307885,DIGITAL,0,0,1,
111504,25436511,NEWCON,0,0,1,
1846219,3621481,DATACOM,0,0,1,
63924,5837219,ONLINETPU,0,0,0,
1593199,22980093,ONLINETPU,0,0,1,
1719520,21044023,NBSC,0,0,1,
277954,23924237,DIGITAL,0,0,1,
1902480,13662713,NAV,0,0,1,0.0
1774866,20312231,NBSC,0,0,1,0.0
938695,23581689,ONLINETPU,0,1,0,
1582282,22868075,NBSC,0,0,1,
2002689,24818861,NBSC,0,0,1,0.0
1380787,3107507,ONLINETPU,0,0,1,
63010,16533019,ONLINETPU,0,0,1,
1569995,12571635,NBSC,0,0,1,
1696320,9050341,,0,0,0,
17101,19500263,CST,0,0,1,
2203634,23817415,DIGITAL,0,0,0,
1234699,22094259,DIGITAL,0,0,1,
1932323,22738313,ONLINETPU,0,0,1,
934678,21984301,NBSC,0,0,1,0.0
1560297,23537225,DIGITAL,0,0,1,0.0
253724,14941053,NBSC,0,0,1,
1434486,23467311,NBSC,0,0,1,
2114050,23900487,NBSC,0,1,0,
1789957,14242815,NBSC,0,0,1,
516275,25118575,NEWCON,0,1,1,0.0
877709,11236953,NBSC,0,1,1,
1209526,23326003,NBSC,0,1,1,
2286094,22069363,CIC_SAL,0,0,1,
867283,11249075,NBSCADMIN,0,0,1,
456763,21991595,ONLINETPU,0,0,1,
211426,22022577,NBSC,0,0,1,0.0
1616640,24339723,ONLINETPU,0,0,1,0.0
1304719,25299997,BEC,0,1,0,
936767,22780913,NEWCON,0,0,1,
2131217,23238883,DIGITAL,0,0,1,
400657,3671093,CIC_SAL,0,0,1,
1487265,23019733,ONLINETPU,0,0,1,
516312,25379265,ONLINETPU,0,1,0,
1315758,22473253,ONLINETPU,0,0,1,
2270533,6529665,,0,0,0,
605267,24058243,NEWCON,0,0,1,
1855662,23278645,DIGITAL,0,0,1,
1871160,12266967,ONLINETPU,0,0,1,
816248,7807387,CST,0,0,1,0.0
1391393,17132133,NBSC,0,0,1,
102531,20841357,NBSC,0,0,1,0.0
717531,25152093,NBSCADMIN,0,0,1,
973535,23216193,NBSC,0,1,1,
1231833,23638601,ONLINETPU,0,0,1,
640592,11931465,CST,0,0,1,0.0
1967590,24490805,DIGITAL,0,0,1,0.0
1884319,10797731,DIGITAL,0,0,1,
2050333,22540175,NBSC,0,0,1,
143779,4242895,ONLINETPU,0,0,1,
136826,14895715,ONLINETPU,0,0,1,
2057804,22967073,NBSC,0,1,0,
1557007,9085823,ONLINETPU,0,0,1,
1606543,11570179,NBSC,0,1,1,
1059603,18107017,NBSC,0,0,1,
1483196,1389335,,0,0,0,
2165838,23799215,NEWCON,0,1,0,
2118194,6632779,CST,0,0,1,
171402,3483999,DIGITAL,0,1,1,0.0
960929,14111409,ONLINETPU,0,0,1,
1833346,22618995,DIGITAL,0,0,1,
508467,4359625,DIGITAL,0,0,1,
1751448,1880847,ONLINETPU,0,0,1,
887173,9618555,CST,0,0,1,
2069346,7144479,NAV,0,0,1,
3167,23897883,DIGITAL,0,0,1,
1197468,25085441,NBSC,0,0,1,0.0
1652676,23516799,ONLINETPU,0,0,1,
863765,23881377,NBSC,0,0,1,
798074,21575927,NBSC,0,1,1,
1147519,22115777,NBSC,0,0,1,
205577,24886241,CIC_SAL,0,0,1,
1192626,24520327,DIGITAL,0,0,1,
162901,2045451,CONNECTNOW,0,1,1,
1244321,378657,NBSC,0,0,1,
1744733,25041257,NBSC,0,1,0,
1674455,24372577,DIGITAL,0,0,1,0.0
48892,24351809,ONLINETPU,0,0,1,0.0
1034776,4568647,,0,0,0,
1523520,23873753,NBSC,0,0,1,
1929141,21964347,NEWCON,0,1,0,
2150647,23800891,NEWCON,0,0,1,
1884813,24154603,NBSC,0,0,1,
327663,4779107,NAV,0,0,1,
1392426,18089459,NEWCON,0,1,1,
1333982,17014893,NBSC,0,1,1,0.0
1709155,24368903,DIGITAL,0,0,1,
892721,13378433,CIC_SAL,0,0,1,
367518,21090319,NBSC,0,0,1,
47206,8053699,NAV,0,1,0,
67801,21912315,NEWCON,0,1,0,
2011335,17325969,NBSC,0,0,1,0.0
2080670,411429,,0,0,0,
233053,2210071,ONLINETPU,0,1,0,
1832114,308735,NBSC,0,0,1,
1236155,12840471,NBSCADMIN,0,0,1,
444811,24389727,ONLINETPU,0,0,1,0.0
524252,9619821,DATACOM,0,0,1,0.0
675995,18701571,NBSC,0,0,1,
1275533,20280635,ONLINETPU,0,0,1,
228847,15471509,NBSC,0,0,1,
1736952,9107517,DIGITAL,0,0,1,
504365,20026321,NBSC,0,0,1,
264730,20978105,NBSC,0,0,1,
658104,3830011,NBSC,0,0,1,
211156,8458459,ONLINETPU,0,0,1,
1466823,24871133,DIGITAL,0,0,1,
2298507,25272127,NBSC,0,0,1,
2224480,25469553,ONLINETPU,0,1,0,
995371,24895687,NEWCON,0,1,1,0.0
361022,21298755,ONLINETPU,0,0,1,
1902506,20002475,NBSC,0,0,1,
280545,21895489,NBSC,0,1,1,
1827145,13789941,NBSC,0,1,0,
1090880,14216133,NBSC,0,0,1,0.0
480305,24899083,DIGITAL,0,0,1,0.0
780608,20273371,BEC,0,1,0,
2318204,4615477,NEWCON,0,0,1,0.0
200351,20283511,ONLINETPU,0,0,1,0.0
466121,2358451,,0,0,0,0.0
1788315,22597551,DIGITAL,0,0,1,
761788,13921877,DIGITAL,0,0,1,
55864,24554803,ONLINETPU,0,0,1,
693228,8098335,NBSC,0,0,1,
1329466,1092789,,0,0,0,
1382068,21003421,ONLINETPU,0,0,1,
1367325,15884591,NBSC,0,0,1,
1855882,23192803,NBSC,0,1,1,
1770065,18442111,NBSC,0,0,1,
2218913,17454223,NBSC,0,0,1,
1612772,111519,DATACOM,0,0,1,
2032742,12397239,ONLINETPU,0,0,1,
858545,21149187,NBSC,0,1,1,
538094,16259889,NAV,0,1,1,
1661913,12202475,NBSC,0,1,1,
204900,22743069,NBSC,0,0,1,
2097890,18051897,NBSC,0,1,1,0.0
2190628,4654815,CST,0,0,1,
1318430,18989337,ONLINETPU,0,0,1,
479023,24640855,NEWCON,0,0,1,0.0
26375,13012323,ONLINETPU,0,0,1,0.0
481645,23276227,NBSC,0,1,0,
282887,710257,ONLINETPU,0,0,1,0.0
943305,18987937,NBSC,0,0,1,
1598326,25132487,DIGITAL,0,0,1,
1141821,25140159,ONLINETPU,0,0,1,0.0
420304,7527281,CST,0,1,1,
1203668,6902095,,0,0,0,
611946,19815661,ONLINETPU,0,1,0,0.0
1994008,9672695,ONLINETPU,0,0,1,
2212680,20758459,ONLINETPU,0,0,1,
1293206,9673467,NBSC,0,0,1,
270449,5847189,DATACOM,0,0,1,
1740273,16991689,NBSC,0,0,1,
1803472,3989331,CST,0,0,1,
154057,22205347,NBSC,0,0,1,
1444147,19732393,ONLINETPU,0,0,1,0.0
1596709,24630451,NBSC,0,0,1,0.0
2145787,8155813,NAV,0,1,1,0.0
1810536,17500089,NBSC,0,0,1,0.0
490671,21430201,NBSC,0,0,1,
481413,24816075,NBSC,0,0,1,0.0
1184543,5319425,,0,0,0,
661889,23445415,ONLINETPU,0,1,1,
1924933,18000423,ONLINETPU,0,0,1,
1552493,25450391,ONLINETPU,0,1,0,
739926,9641733,ONLINETPU,0,0,1,0.0
2054821,463417,NBSC,0,0,1,
923181,7951687,,0,0,0,
130758,24546347,NBSC,0,0,1,0.0
952863,13194903,,0,0,0,
742301,6950651,ONLINETPU,0,0,1,
1135370,7710221,,0,0,0,
716158,24623063,ONLINETPU,0,0,1,0.0
38006,25283011,ONLINETPU,0,0,0,0.0
564675,11682649,NBSC,0,0,1,
711307,17695819,NBSC,0,0,1,
2331394,18041457,NBSC,0,0,1,
987884,24038617,NBSC,0,0,1,0.0
822580,4443629,,0,0,0,
1864158,18099679,CIC_SAL,0,0,1,
205242,24069919,DIGITAL,0,0,1,0.0
593299,15884889,CST,0,0,1,
1313830,21991339,NBSC,0,0,1,
1693450,3971641,ONLINETPU,0,0,1,
1103252,24601697,NBSC,0,0,1,0.0
393013,2717113,NBSCADMIN,0,0,1,
1857022,22793303,ONLINETPU,0,0,1,
1514204,22556393,NBSC,0,0,1,
1258067,6923903,DATACOM,0,0,1,
218396,9349103,ONLINETPU,0,0,1,
